Part_ID,Part_Name,Equipment_Family_ID,Equipment_Family,Equipment_Model,Part_Category_ID,Part_Category,Demand_Profile,Criticality,Supplier_ID,Supplier_Region,Unit_Cost_EUR,Storage_Type,Lifecycle_Status,Target_Service_Level,Avg_Weekly_Demand_Seed,ABC_Class,Source_Context,Movement_Class,Movement_Lines_36M,Annual_Lines,Avg_Monthly_Lines,Cumulative_Movement_%,Manual_Location,UDC_Type,Dim_X_mm,Dim_Y_mm,Dim_Z_mm,Unit_Volume_cm3,Max_Dimension_mm,Min_Dimension_mm,Stock_Managed,Avg_Daily_Qty,Lead_Time_Weeks,Safety_Stock_Qty,Reorder_Point_Qty,Max_Stock_Qty,Stock_Qty,Total_Qty_36M,Total_Volume_cm3,XYZ_Class,Avg_Weekly_Demand,Demand_CV,Available_Qty,Estimated_Inventory_Value
VL-CMP-0764,Alignment Lift Turntable Clamp,VL,Vehicle Lift,Alignment Lift,CMP,"Clamps, jaws & tooling",regular,High,SUP-010,EU,65.0,Small Rack,Active,0.97,1.172,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,99.54,R-H65,E,415,285,77,9107,415,77,1,0.234,1.1,3,5,7,7,183,63749,Z,0.301282051282051,2.9306623760429,7,455.0
WA-BRG-0141,REMO Spindle Bearing,WA,Wheel Aligner,REMO,BRG,Bearings & shafts,regular,Medium,SUP-012,Italy,105.0,Bin,Active,0.94,1.121,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,99.56,R-F22,B,69,97,101,676,101,69,1,0.224,1.0,4,6,10,11,175,6760,Z,0.314102564102564,3.42709927954529,10,1050.0
TC-CON-0936,A2024 LL Lubrication Kit,TC,Tyre Changer,A2024 LL,CON,Consumables & service kits,frequent,Critical,SUP-009,Italy,30.17,Bin,Active,0.985,2.127,A,Anonymised/reconstructed warehouse transition dataset,C,1,0.3,0.03,99.57,R-Z72,E,340,162,50,2754,340,50,1,0.425,1.0,5,8,12,11,332,33048,Z,0.230769230769231,3.71126349138793,11,331.87
VL-BRG-0604,Scissor Lift Bearing Set,VL,Vehicle Lift,Scissor Lift,BRG,Bearings & shafts,regular,High,SUP-003,EU,120.0,Bin,Active,0.97,1.414,A,Anonymised/reconstructed warehouse transition dataset,C,1,0.3,0.03,99.6,R-A16,D,174,85,66,976,174,66,1,0.283,1.0,4,6,11,3,221,10736,Z,0.256410256410256,3.80761545903351,9,1080.0
VL-CAB-0959,Alignment Lift Terminal Block,VL,Vehicle Lift,Alignment Lift,CAB,"Cables, connectors & harnesses",intermittent,Low,SUP-004,EU,105.0,Bin,Active,0.9,0.574,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,99.76,R-F35,B,131,134,81,1422,134,81,1,0.115,1.0,2,3,5,2,90,7110,Z,0.0705128205128205,7.04265103620093,2,210.0
AD-CMP-0821,Diagnostic Console Turntable Clamp,AD,ADAS & Diagnosis,Diagnostic Console,CMP,"Clamps, jaws & tooling",regular,High,SUP-006,EU,125.0,Small Rack,Active,0.97,0.56,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,99.78,R-M15,B,106,100,70,742,106,70,1,0.112,1.0,1,2,3,1,88,2226,Z,0.0512820512820513,6.56898872759162,3,375.0
WA-HYD-0567,Exact Precision Pressure Valve,WA,Wheel Aligner,Exact Precision,HYD,"Hydraulic pumps, hoses & seals",intermittent,Medium,SUP-017,EU,350.0,Small Rack,Active,0.94,0.537,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,99.83,R-L38,F,564,455,92,23609,564,92,1,0.107,1.0,1,2,4,4,84,94436,Z,0.102564102564103,6.18426723956223,4,1400.0
WB-SNS-0932,ET Series Position Sensor,WB,Wheel Balancer,ET Series,SNS,"Sensors, encoders & switches",intermittent,High,SUP-014,Eastern Europe,485.0,Electronics Cage,Active,0.97,0.611,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,99.86,R-C30,B,21,82,66,114,82,21,1,0.122,1.6,2,3,5,6,96,570,Z,0.0705128205128205,5.37007913660042,6,2910.0
VL-PNE-0775,Two-Post Lift Air Hose Set,VL,Vehicle Lift,Two-Post Lift,PNE,Pneumatic valves & cylinders,intermittent,Medium,SUP-020,EU,185.0,Small Rack,Active,0.94,0.641,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,99.87,R-L30,E,219,138,31,937,219,31,1,0.128,1.3,2,3,6,6,100,5622,Z,0.153846153846154,4.05446786612243,6,1110.0
TC-CMP-0774,Basic Line TC Turntable Clamp,TC,Tyre Changer,Basic Line TC,CMP,"Clamps, jaws & tooling",regular,High,SUP-010,EU,480.0,Small Rack,Active,0.97,0.587,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,99.89,R-Q06,D,148,246,126,4587,246,126,1,0.117,1.1,2,3,5,2,92,22935,Z,0.237179487179487,2.7559155596425,3,1440.0
TC-SNS-0638,HD1200 Truck Load Cell,TC,Tyre Changer,HD1200 Truck,SNS,"Sensors, encoders & switches",intermittent,High,SUP-013,North America,130.0,Electronics Cage,Active,0.97,0.642,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,99.91,R-C80,E,365,370,95,12830,370,95,1,0.128,2.7,1,3,5,6,101,64150,Z,0.0961538461538462,5.76073472016626,5,650.0
TC-MTR-0133,Basic Line TC Gearbox Assembly,TC,Tyre Changer,Basic Line TC,MTR,"Motors, drives & gearboxes",rare_critical,Critical,SUP-015,EU,1390.0,Heavy Rack,Active,0.985,0.077,A,Anonymised/reconstructed warehouse transition dataset,NC,1,0.3,0.03,99.97,R-C66,VER,513,574,175,51531,574,175,0,0.015,1.4,1,2,4,5,13,206124,Z,0.0,,4,5560.0
TC-MTR-0144,A2024 LL Rotation Drive,TC,Tyre Changer,A2024 LL,MTR,"Motors, drives & gearboxes",rare_critical,Medium,SUP-005,Eastern Europe,1710.0,Heavy Rack,Active,0.94,0.066,A,Anonymised/reconstructed warehouse transition dataset,NC,1,0.3,0.03,100.0,R-Z78,E,329,136,44,1969,329,44,0,0.013,1.4,1,2,4,2,11,7876,Z,0.0128205128205128,8.80322521542806,2,3420.0
TC-MTR-0324,Artiglio Master Rotation Drive,TC,Tyre Changer,Artiglio Master,MTR,"Motors, drives & gearboxes",rare_critical,Critical,SUP-002,Italy,2400.0,Heavy Rack,Active,0.985,0.052,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-A36,F,584,467,28,7636,584,28,1,0.01,1.0,1,2,3,3,9,22908,Z,0.0,,3,7200.0
WB-MTR-0002,EM 9000 Gear Motor,WB,Wheel Balancer,EM 9000,MTR,"Motors, drives & gearboxes",rare_critical,Critical,SUP-010,EU,760.0,Heavy Rack,Active,0.985,0.057,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-Q65,E,390,307,177,21192,390,177,0,0.011,1.1,1,2,4,2,9,84768,Z,0.0128205128205128,8.80322521542806,2,1520.0
TC-PCB-0538,Basic Line TC Power Supply Board,TC,Tyre Changer,Basic Line TC,PCB,Control boards & displays,rare_critical,Critical,SUP-015,EU,650.0,Electronics Cage,Active,0.985,0.058,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-Q80,E,333,330,123,13516,333,123,0,0.012,1.4,1,2,3,2,10,40548,Z,0.0,,2,1300.0
TE-PCB-0657,Suspension Tester Display Module,TE,Technical Control,Suspension Tester,PCB,Control boards & displays,rare_critical,Critical,SUP-006,EU,520.0,Electronics Cage,Active,0.985,0.06,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-F25,B,66,142,63,590,142,63,0,0.012,1.0,1,2,3,2,10,1770,Z,0.0,,2,1040.0
WB-MTR-0502,ET Series Rotation Drive,WB,Wheel Balancer,ET Series,MTR,"Motors, drives & gearboxes",rare_critical,High,SUP-014,Eastern Europe,460.0,Heavy Rack,Active,0.97,0.061,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-P98,F,345,282,143,13912,345,143,0,0.012,1.6,1,2,4,4,10,55648,Z,0.0064102564102564,12.4899959967968,4,1840.0
TC-MTR-0938,HD1200 Truck Servo Motor,TC,Tyre Changer,HD1200 Truck,MTR,"Motors, drives & gearboxes",rare_critical,Critical,SUP-001,Italy,1500.0,Heavy Rack,Active,0.985,0.045,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-Q20,B,101,23,43,100,101,23,1,0.009,1.0,1,2,3,2,8,300,Z,0.0,,2,3000.0
TC-PCB-0015,Basic Line TC Operator Panel,TC,Tyre Changer,Basic Line TC,PCB,Control boards & displays,rare_critical,Critical,SUP-017,EU,590.0,Electronics Cage,Active,0.985,0.055,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-M02,E,325,269,173,15125,325,173,1,0.011,1.0,1,2,3,1,9,45375,Z,0.0192307692307692,9.28543778390172,2,1180.0
WA-SAF-0356,3D Aligner Interlock Switch,WA,Wheel Aligner,3D Aligner,SAF,"Safety locks, guards & interlocks",rare_critical,Critical,SUP-011,EU,700.0,Small Rack,Active,0.985,0.047,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-E83,D,102,127,157,2034,157,102,0,0.009,1.0,1,2,4,2,8,8136,Z,0.0,,2,1400.0
WA-CMP-0129,Camera Aligner Jaw Cover,WA,Wheel Aligner,Camera Aligner,CMP,"Clamps, jaws & tooling",regular,Medium,SUP-014,Eastern Europe,95.0,Small Rack,Active,0.94,1.173,A,Anonymised/reconstructed warehouse transition dataset,D,0,0.0,0.0,100.0,R-S73,E,297,265,88,6926,297,88,1,0.235,1.6,4,6,11,3,183,76186,Z,0.0320512820512821,6.55403347860764,10,950.0
TC-BRG-0321,Artiglio Master Balancer Shaft,TC,Tyre Changer,Artiglio Master,BRG,Bearings & shafts,regular,Low,SUP-003,EU,110.0,Bin,Active,0.9,1.148,A,Anonymised/reconstructed warehouse transition dataset,D,0,0.0,0.0,100.0,R-I28,B,90,81,45,328,90,45,1,0.23,1.0,1,3,5,5,180,1640,Z,0.134615384615385,3.78187354080016,5,550.0
WA-PCB-0214,Exact Precision Operator Panel,WA,Wheel Aligner,Exact Precision,PCB,Control boards & displays,rare_critical,High,SUP-017,EU,900.0,Electronics Cage,Active,0.97,0.083,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-Q07,B,138,64,62,548,138,62,1,0.017,1.0,1,2,4,5,13,2192,Z,0.0,,5,4500.0
VL-MTR-0478,Alignment Lift Gear Motor,VL,Vehicle Lift,Alignment Lift,MTR,"Motors, drives & gearboxes",rare_critical,Critical,SUP-015,EU,1790.0,Heavy Rack,Active,0.985,0.079,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-A04,VER,825,427,130,45796,825,130,0,0.016,1.4,1,2,3,1,13,137388,Z,0.0,,3,5370.0
VL-PCB-0752,Scissor Lift Power Supply Board,VL,Vehicle Lift,Scissor Lift,PCB,Control boards & displays,rare_critical,Critical,SUP-020,EU,1110.0,Electronics Cage,Active,0.985,0.08,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-D40,E,122,333,100,4063,333,100,0,0.016,1.3,1,2,4,1,13,16252,Z,0.0,,3,3330.0
TC-PCB-0904,Artiglio Master Control Board,TC,Tyre Changer,Artiglio Master,PCB,Control boards & displays,rare_critical,Medium,SUP-009,Italy,385.0,Electronics Cage,Phase-out,0.94,0.093,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-Y52,B,93,70,71,462,93,70,0,0.019,1.0,1,2,4,4,15,1848,Z,0.0,,4,1540.0
TC-MTR-0884,A2024 LL Servo Motor,TC,Tyre Changer,A2024 LL,MTR,"Motors, drives & gearboxes",rare_critical,High,SUP-013,North America,1280.0,Heavy Rack,Active,0.97,0.085,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-D38,B,95,112,52,553,112,52,0,0.017,2.7,1,2,4,3,14,2212,Z,0.0,,2,2560.0
WA-MTR-0724,3D Aligner Gear Motor,WA,Wheel Aligner,3D Aligner,MTR,"Motors, drives & gearboxes",rare_critical,Medium,SUP-013,North America,510.0,Heavy Rack,Active,0.94,0.093,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-G50,E,264,126,27,898,264,27,0,0.019,2.7,1,2,4,5,15,3592,Z,0.0320512820512821,8.97980529999435,5,2550.0
TE-PCB-0325,Brake Tester Control Board,TE,Technical Control,Brake Tester,PCB,Control boards & displays,rare_critical,High,SUP-019,EU,1510.0,Electronics Cage,Active,0.97,0.083,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-C07,B,36,71,10,26,71,10,0,0.017,1.0,1,2,4,3,13,104,Z,0.0,,3,4530.0
WB-MTR-0180,EM 9000 Gear Motor,WB,Wheel Balancer,EM 9000,MTR,"Motors, drives & gearboxes",rare_critical,Critical,SUP-016,EU,830.0,Heavy Rack,Active,0.985,0.092,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-F79,D,114,135,117,1801,135,114,0,0.018,1.1,1,2,3,2,15,5403,Z,0.0,,2,1660.0
TC-MTR-0331,Basic Line TC Servo Motor,TC,Tyre Changer,Basic Line TC,MTR,"Motors, drives & gearboxes",rare_critical,High,SUP-017,EU,910.0,Heavy Rack,Active,0.97,0.087,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-Z85,D,243,178,90,3893,243,90,0,0.017,1.0,1,2,3,1,14,11679,Z,0.0,,2,1820.0
WB-SAF-0531,Mobile Balancer Safety Latch,WB,Wheel Balancer,Mobile Balancer,SAF,"Safety locks, guards & interlocks",rare_critical,Critical,SUP-001,Italy,860.0,Small Rack,Active,0.985,0.088,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-D81,E,299,185,66,3651,299,66,0,0.018,1.0,1,2,3,3,14,10953,Z,0.0064102564102564,12.4899959967968,3,2580.0
VL-MTR-0844,Two-Post Lift Motor Brake,VL,Vehicle Lift,Two-Post Lift,MTR,"Motors, drives & gearboxes",rare_critical,Medium,SUP-007,Eastern Europe,980.0,Heavy Rack,Active,0.94,0.087,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-C60,B,111,41,115,523,115,41,0,0.017,1.4,1,2,3,2,14,1569,Z,0.0,,2,1960.0
TC-MTR-0961,Artiglio Master Rotation Drive,TC,Tyre Changer,Artiglio Master,MTR,"Motors, drives & gearboxes",rare_critical,Critical,SUP-012,Italy,890.0,Heavy Rack,Active,0.985,0.095,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-M63,B,126,86,103,1116,126,86,0,0.019,1.0,1,2,3,2,15,3348,Z,0.0,,2,1780.0
TC-SAF-0613,A2024 LL Interlock Switch,TC,Tyre Changer,A2024 LL,SAF,"Safety locks, guards & interlocks",rare_critical,Critical,SUP-014,Eastern Europe,650.0,Small Rack,Active,0.985,0.096,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-D34,F,465,248,103,11878,465,103,1,0.019,1.6,1,2,3,3,15,35634,Z,0.0,,3,1950.0
WA-SAF-0917,3D Aligner Guard Switch,WA,Wheel Aligner,3D Aligner,SAF,"Safety locks, guards & interlocks",rare_critical,High,SUP-001,Italy,405.0,Small Rack,Active,0.97,0.1,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-H93,D,91,92,129,1080,129,91,0,0.02,1.0,1,2,3,1,16,3240,Z,0.0,,3,1215.0
TC-PCB-0271,Artiglio Master Keypad Board,TC,Tyre Changer,Artiglio Master,PCB,Control boards & displays,rare_critical,Medium,SUP-019,EU,1350.0,Electronics Cage,Active,0.94,0.09,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-Y64,E,247,292,49,3534,292,49,0,0.018,1.0,1,2,4,3,15,14136,Z,0.0,,3,4050.0
VL-MTR-0149,Scissor Lift Electric Motor,VL,Vehicle Lift,Scissor Lift,MTR,"Motors, drives & gearboxes",rare_critical,Medium,SUP-009,Italy,710.0,Heavy Rack,Active,0.94,0.094,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-Y09,E,378,124,25,1172,378,25,1,0.019,1.0,1,2,4,5,15,4688,Z,0.0384615384615385,5.82098539490883,5,3550.0
VL-PNE-0437,Two-Post Lift Foot Pedal Valve,VL,Vehicle Lift,Two-Post Lift,PNE,Pneumatic valves & cylinders,intermittent,Medium,SUP-005,Eastern Europe,315.0,Small Rack,Active,0.94,0.704,A,Anonymised/reconstructed warehouse transition dataset,D,0,0.0,0.0,100.0,R-I01,B,145,90,60,783,145,60,1,0.141,1.4,2,3,4,4,110,3132,Z,0.0705128205128205,4.86286479477513,4,1260.0
WA-CMP-0811,3D Aligner Mounting Head,WA,Wheel Aligner,3D Aligner,CMP,"Clamps, jaws & tooling",regular,High,SUP-008,EU,75.0,Small Rack,Active,0.97,0.82,A,Anonymised/reconstructed warehouse transition dataset,D,0,0.0,0.0,100.0,R-B60,E,235,281,81,5349,281,81,1,0.164,1.1,2,3,5,5,128,26745,Z,0.102564102564103,5.2159031012175,5,375.0
WB-CMP-0610,ET Series Turntable Clamp,WB,Wheel Balancer,ET Series,CMP,"Clamps, jaws & tooling",regular,Medium,SUP-001,Italy,230.0,Small Rack,Active,0.94,0.723,A,Anonymised/reconstructed warehouse transition dataset,D,0,0.0,0.0,100.0,R-T29,B,50,94,113,531,113,50,1,0.145,1.0,2,3,6,4,113,3186,Z,0.224358974358974,2.88961091116201,4,920.0
TC-CAB-0040,A2024 LL Terminal Block,TC,Tyre Changer,A2024 LL,CAB,"Cables, connectors & harnesses",intermittent,High,SUP-015,EU,230.0,Bin,Phase-out,0.97,0.711,A,Anonymised/reconstructed warehouse transition dataset,D,0,0.0,0.0,100.0,R-H21,D,124,218,79,2136,218,79,0,0.142,1.4,1,2,3,3,111,6408,Z,0.0769230769230769,4.79381321718841,2,460.0
TC-SNS-0400,A2024 LL Load Cell,TC,Tyre Changer,A2024 LL,SNS,"Sensors, encoders & switches",intermittent,High,SUP-011,EU,230.0,Electronics Cage,Active,0.97,0.501,A,Anonymised/reconstructed warehouse transition dataset,D,0,0.0,0.0,100.0,R-H49,D,293,163,98,4680,293,98,1,0.1,1.0,2,3,5,2,79,23400,Z,0.0641025641025641,4.91065989915422,4,920.0
TC-CMP-0083,Basic Line TC Turntable Clamp,TC,Tyre Changer,Basic Line TC,CMP,"Clamps, jaws & tooling",regular,Critical,SUP-011,EU,130.0,Small Rack,Active,0.985,0.794,A,Anonymised/reconstructed warehouse transition dataset,D,0,0.0,0.0,100.0,R-E08,E,412,362,78,11633,412,78,1,0.159,1.0,1,2,4,2,124,46532,Z,0.0961538461538462,4.98120337837898,2,260.0
TC-CAB-0093,Basic Line TC Connector Kit,TC,Tyre Changer,Basic Line TC,CAB,"Cables, connectors & harnesses",intermittent,Medium,SUP-009,Italy,75.0,Bin,Phase-out,0.94,0.822,A,Anonymised/reconstructed warehouse transition dataset,D,0,0.0,0.0,100.0,R-P72,D,217,158,132,4526,217,132,0,0.164,1.0,2,3,5,5,129,22630,Z,0.217948717948718,3.00734673591172,5,375.0
WB-PNE-0816,Mobile Balancer Air Hose Set,WB,Wheel Balancer,Mobile Balancer,PNE,Pneumatic valves & cylinders,intermittent,High,SUP-019,EU,240.0,Small Rack,Active,0.97,0.725,A,Anonymised/reconstructed warehouse transition dataset,D,0,0.0,0.0,100.0,R-M01,B,63,101,91,579,101,63,1,0.145,1.0,2,3,6,5,114,3474,Z,0.230769230769231,3.36905589659902,5,1200.0
WA-SNS-0337,3D Aligner Load Cell,WA,Wheel Aligner,3D Aligner,SNS,"Sensors, encoders & switches",intermittent,Medium,SUP-010,EU,570.0,Electronics Cage,Active,0.94,0.501,A,Anonymised/reconstructed warehouse transition dataset,D,0,0.0,0.0,100.0,R-C24,B,121,117,32,453,121,32,1,0.1,1.1,1,2,4,2,79,1812,Z,0.0897435897435897,6.8597921149576,2,1140.0
TC-SNS-0231,Artiglio Master Encoder Sensor,TC,Tyre Changer,Artiglio Master,SNS,"Sensors, encoders & switches",intermittent,High,SUP-007,Eastern Europe,165.0,Electronics Cage,Active,0.97,0.525,A,Anonymised/reconstructed warehouse transition dataset,D,0,0.0,0.0,100.0,R-Y05,B,21,113,17,40,113,17,1,0.105,1.4,2,3,5,5,82,200,Z,0.0384615384615385,5.82098539490883,5,825.0
TC-HYD-0076,HD1200 Truck Lift Cylinder Seal,TC,Tyre Changer,HD1200 Truck,HYD,"Hydraulic pumps, hoses & seals",intermittent,Medium,SUP-014,Eastern Europe,225.0,Small Rack,Active,0.94,0.508,A,Anonymised/reconstructed warehouse transition dataset,D,0,0.0,0.0,100.0,R-S83,D,227,103,100,2338,227,100,1,0.102,1.6,1,2,4,2,80,9352,Z,0.0064102564102564,12.4899959967968,2,450.0
WB-SNS-0468,ET Series Calibration Sensor,WB,Wheel Balancer,ET Series,SNS,"Sensors, encoders & switches",intermittent,Medium,SUP-019,EU,240.0,Electronics Cage,Active,0.94,0.503,A,Anonymised/reconstructed warehouse transition dataset,D,0,0.0,0.0,100.0,R-G28,B,113,77,113,983,113,77,1,0.101,1.0,1,2,3,3,79,2949,Z,0.128205128205128,5.51315143177452,3,720.0
VL-CMP-0033,Two-Post Lift Turntable Clamp,VL,Vehicle Lift,Two-Post Lift,CMP,"Clamps, jaws & tooling",regular,Medium,SUP-017,EU,100.0,Small Rack,Active,0.94,0.729,A,Anonymised/reconstructed warehouse transition dataset,D,0,0.0,0.0,100.0,R-H64,D,294,132,152,5899,294,132,1,0.146,1.0,2,3,5,2,114,29495,Z,0.0128205128205128,12.4899959967968,4,400.0
WB-SNS-0443,Eyelight Encoder Sensor,WB,Wheel Balancer,Eyelight,SNS,"Sensors, encoders & switches",intermittent,High,SUP-019,EU,335.0,Electronics Cage,Active,0.97,0.651,A,Anonymised/reconstructed warehouse transition dataset,D,0,0.0,0.0,100.0,R-L38,D,233,127,104,3077,233,104,1,0.13,1.0,2,3,4,1,102,12308,Z,0.0448717948717949,6.37560359997306,4,1340.0
WB-CAB-0197,ET Series Ribbon Cable,WB,Wheel Balancer,ET Series,CAB,"Cables, connectors & harnesses",intermittent,Medium,SUP-018,EU,110.0,Bin,Active,0.94,0.719,A,Anonymised/reconstructed warehouse transition dataset,D,0,0.0,0.0,100.0,R-S96,B,83,112,58,539,112,58,1,0.144,1.3,2,3,5,2,113,2695,Z,0.102564102564103,4.31501504501545,5,550.0
WB-BRG-0344,Mobile Balancer Bearing Set,WB,Wheel Balancer,Mobile Balancer,BRG,Bearings & shafts,regular,High,SUP-019,EU,115.0,Bin,Active,0.97,0.714,A,Anonymised/reconstructed warehouse transition dataset,D,0,0.0,0.0,100.0,R-T92,D,204,118,13,313,204,13,1,0.143,1.0,1,2,4,3,112,1252,Z,0.0384615384615385,5.82098539490883,3,345.0
WB-CMP-0877,Eyelight Jaw Cover,WB,Wheel Balancer,Eyelight,CMP,"Clamps, jaws & tooling",regular,Medium,SUP-013,North America,105.0,Small Rack,Phase-out,0.94,0.709,A,Anonymised/reconstructed warehouse transition dataset,D,0,0.0,0.0,100.0,R-Y95,E,122,183,43,960,183,43,0,0.142,2.7,3,5,8,7,111,7680,Z,0.0705128205128205,6.05170999098459,7,735.0
WA-BRG-0602,3D Aligner Spindle Bearing,WA,Wheel Aligner,3D Aligner,BRG,Bearings & shafts,regular,Medium,SUP-018,EU,85.0,Bin,Active,0.94,0.72,A,Anonymised/reconstructed warehouse transition dataset,D,0,0.0,0.0,100.0,R-H25,D,195,90,106,1860,195,90,1,0.144,1.3,2,3,5,3,113,9300,Z,0.0384615384615385,5.01610310127101,3,255.0
WB-BRG-0688,Mobile Balancer Roller Bearing,WB,Wheel Balancer,Mobile Balancer,BRG,Bearings & shafts,regular,Low,SUP-018,EU,125.0,Bin,Active,0.9,0.823,A,Anonymised/reconstructed warehouse transition dataset,D,0,0.0,0.0,100.0,R-S50,B,121,65,70,551,121,65,1,0.165,1.3,2,4,6,4,129,3306,Z,0.128205128205128,5.2206043402483,4,500.0
VL-HYD-0277,Alignment Lift Hydraulic Hose,VL,Vehicle Lift,Alignment Lift,HYD,"Hydraulic pumps, hoses & seals",intermittent,Medium,SUP-016,EU,145.0,Small Rack,Active,0.94,0.485,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-D68,E,242,312,113,8532,312,113,0,0.097,1.1,1,2,4,5,76,34128,Z,0.0,,5,725.0
TC-CMP-0647,A2024 LL Mounting Head,TC,Tyre Changer,A2024 LL,CMP,"Clamps, jaws & tooling",regular,Low,SUP-019,EU,325.0,Small Rack,Active,0.9,0.452,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-Q41,PALLET,990,558,511,282287,990,511,0,0.09,1.0,1,2,4,4,71,1129148,Z,0.0,,4,1300.0
VL-SNS-0789,Alignment Lift Proximity Switch,VL,Vehicle Lift,Alignment Lift,SNS,"Sensors, encoders & switches",intermittent,High,SUP-016,EU,170.0,Electronics Cage,Active,0.97,0.473,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-Z10,VER,1114,634,54,38139,1114,54,0,0.095,1.1,1,2,4,5,74,152556,Z,0.0,,5,850.0
WA-SNS-0148,Camera Aligner Load Cell,WA,Wheel Aligner,Camera Aligner,SNS,"Sensors, encoders & switches",intermittent,High,SUP-015,EU,305.0,Electronics Cage,New,0.97,0.451,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-H02,ORANGE,809,525,591,251012,809,525,0,0.09,1.4,2,3,5,6,71,1255060,Z,0.0,,6,1830.0
AD-CMP-0739,Camera Calibration Cone Adaptor,AD,ADAS & Diagnosis,Camera Calibration,CMP,"Clamps, jaws & tooling",regular,High,SUP-012,Italy,395.0,Small Rack,Active,0.97,0.798,A,Anonymised/reconstructed warehouse transition dataset,D,0,0.0,0.0,100.0,R-T32,D,88,81,168,1198,168,81,1,0.16,1.0,2,3,6,4,125,7188,Z,0.0576923076923077,9.28543778390172,4,1580.0
WA-CAB-0032,REMO Usb Interface Cable,WA,Wheel Aligner,REMO,CAB,"Cables, connectors & harnesses",intermittent,Medium,SUP-012,Italy,200.0,Bin,Active,0.94,0.834,A,Anonymised/reconstructed warehouse transition dataset,D,0,0.0,0.0,100.0,R-B11,ORANGE,609,513,175,54673,609,175,1,0.167,1.0,2,3,5,5,131,273365,Z,0.282051282051282,2.60364979763568,5,1000.0
WA-BRG-0791,Camera Aligner Balancer Shaft,WA,Wheel Aligner,Camera Aligner,BRG,Bearings & shafts,regular,Medium,SUP-004,EU,220.0,Bin,Active,0.94,0.823,A,Anonymised/reconstructed warehouse transition dataset,D,0,0.0,0.0,100.0,R-Y40,D,149,210,142,4443,210,142,1,0.165,1.0,3,4,8,9,129,35544,Z,0.0448717948717949,5.85148653485116,8,1760.0
WB-BRG-0735,ET Series Main Shaft,WB,Wheel Balancer,ET Series,BRG,Bearings & shafts,regular,High,SUP-003,EU,170.0,Bin,Active,0.97,0.822,A,Anonymised/reconstructed warehouse transition dataset,D,0,0.0,0.0,100.0,R-Q89,ORANGE,722,656,755,357592,755,656,1,0.164,1.0,2,3,5,2,129,1787960,Z,0.320512820512821,2.55535869586172,3,510.0
