Part_ID,Part_Name,Equipment_Family,Equipment_Model,Part_Category,Demand_Profile,Criticality,Supplier_ID,Supplier_Region,Unit_Cost_EUR,Storage_Type,Lifecycle_Status,ABC_Class,Movement_Class,Manual_Location,UDC_Type,Dim_X_mm,Dim_Y_mm,Dim_Z_mm,Unit_Volume_cm3,Max_Dimension_mm,Stock_Managed
TC-BRG-0321,Artiglio Master Balancer Shaft,Tyre Changer,Artiglio Master,Bearings & shafts,regular,Low,SUP-003,EU,110.0,Bin,Active,A,D,R-I28,B,90,81,45,328,90,1
WA-PCB-0214,Exact Precision Operator Panel,Wheel Aligner,Exact Precision,Control boards & displays,rare_critical,High,SUP-017,EU,900.0,Electronics Cage,Active,A,NC,R-Q07,B,138,64,62,548,138,1
WB-PCB-0327,Mobile Balancer Keypad Board,Wheel Balancer,Mobile Balancer,Control boards & displays,rare_critical,High,SUP-014,Eastern Europe,270.0,Electronics Cage,Active,B,NC,R-T16,D,258,205,53,2803,258,1
VL-MTR-0478,Alignment Lift Gear Motor,Vehicle Lift,Alignment Lift,"Motors, drives & gearboxes",rare_critical,Critical,SUP-015,EU,1790.0,Heavy Rack,Active,A,NC,R-A04,VER,825,427,130,45796,825,0
VL-PCB-0752,Scissor Lift Power Supply Board,Vehicle Lift,Scissor Lift,Control boards & displays,rare_critical,Critical,SUP-020,EU,1110.0,Electronics Cage,Active,A,NC,R-D40,E,122,333,100,4063,333,0
TC-PCB-0904,Artiglio Master Control Board,Tyre Changer,Artiglio Master,Control boards & displays,rare_critical,Medium,SUP-009,Italy,385.0,Electronics Cage,Phase-out,A,NC,R-Y52,B,93,70,71,462,93,0
TC-MTR-0884,A2024 LL Servo Motor,Tyre Changer,A2024 LL,"Motors, drives & gearboxes",rare_critical,High,SUP-013,North America,1280.0,Heavy Rack,Active,A,NC,R-D38,B,95,112,52,553,112,0
WA-MTR-0724,3D Aligner Gear Motor,Wheel Aligner,3D Aligner,"Motors, drives & gearboxes",rare_critical,Medium,SUP-013,North America,510.0,Heavy Rack,Active,A,NC,R-G50,E,264,126,27,898,264,0
TC-MTR-0941,Basic Line TC Motor Brake,Tyre Changer,Basic Line TC,"Motors, drives & gearboxes",rare_critical,Low,SUP-005,Eastern Europe,295.0,Heavy Rack,Active,B,NC,R-E63,E,123,257,102,3224,257,0
TE-PCB-0325,Brake Tester Control Board,Technical Control,Brake Tester,Control boards & displays,rare_critical,High,SUP-019,EU,1510.0,Electronics Cage,Active,A,NC,R-C07,B,36,71,10,26,71,0
VL-MTR-0181,Two-Post Lift Inverter Drive,Vehicle Lift,Two-Post Lift,"Motors, drives & gearboxes",rare_critical,Medium,SUP-015,EU,255.0,Heavy Rack,Active,B,NC,R-Q71,E,330,338,35,3904,338,1
VL-PCB-0052,Scissor Lift I/O Board,Vehicle Lift,Scissor Lift,Control boards & displays,rare_critical,Medium,SUP-010,EU,170.0,Electronics Cage,Phase-out,C,NC,R-E86,F,273,183,171,8543,273,0
WB-BRG-0840,ET Series Hub Shaft,Wheel Balancer,ET Series,Bearings & shafts,regular,High,SUP-001,Italy,25.72,Bin,Active,B,D,R-E55,D,266,82,77,1680,266,1
VL-CON-0284,Alignment Lift Service Seal Pack,Vehicle Lift,Alignment Lift,Consumables & service kits,frequent,Critical,SUP-002,Italy,29.75,Bin,Active,B,D,R-B62,E,287,295,68,5757,295,1
WB-MTR-0180,EM 9000 Gear Motor,Wheel Balancer,EM 9000,"Motors, drives & gearboxes",rare_critical,Critical,SUP-016,EU,830.0,Heavy Rack,Active,A,NC,R-F79,D,114,135,117,1801,135,0
WA-SAF-0452,3D Aligner Interlock Switch,Wheel Aligner,3D Aligner,"Safety locks, guards & interlocks",rare_critical,High,SUP-009,Italy,250.0,Small Rack,Active,C,NC,R-L87,VER,972,545,97,51385,972,0
TC-PCB-0211,HD1200 Truck Power Supply Board,Tyre Changer,HD1200 Truck,Control boards & displays,rare_critical,Medium,SUP-008,EU,215.0,Electronics Cage,Active,B,NC,R-G05,B,65,97,17,107,97,0
TC-SAF-0374,Basic Line TC Safety Latch,Tyre Changer,Basic Line TC,"Safety locks, guards & interlocks",rare_critical,High,SUP-013,North America,50.0,Small Rack,Active,C,NC,R-A13,F,404,441,36,6414,441,0
TC-MTR-0331,Basic Line TC Servo Motor,Tyre Changer,Basic Line TC,"Motors, drives & gearboxes",rare_critical,High,SUP-017,EU,910.0,Heavy Rack,Active,A,NC,R-Z85,D,243,178,90,3893,243,0
WB-SAF-0603,ET Series Interlock Switch,Wheel Balancer,ET Series,"Safety locks, guards & interlocks",rare_critical,Critical,SUP-007,Eastern Europe,265.0,Small Rack,Active,B,NC,R-Z45,VER,1269,498,106,66988,1269,0
WB-SAF-0531,Mobile Balancer Safety Latch,Wheel Balancer,Mobile Balancer,"Safety locks, guards & interlocks",rare_critical,Critical,SUP-001,Italy,860.0,Small Rack,Active,A,NC,R-D81,E,299,185,66,3651,299,0
VL-MTR-0844,Two-Post Lift Motor Brake,Vehicle Lift,Two-Post Lift,"Motors, drives & gearboxes",rare_critical,Medium,SUP-007,Eastern Europe,980.0,Heavy Rack,Active,A,NC,R-C60,B,111,41,115,523,115,0
TC-MTR-0961,Artiglio Master Rotation Drive,Tyre Changer,Artiglio Master,"Motors, drives & gearboxes",rare_critical,Critical,SUP-012,Italy,890.0,Heavy Rack,Active,A,NC,R-M63,B,126,86,103,1116,126,0
TC-SAF-0613,A2024 LL Interlock Switch,Tyre Changer,A2024 LL,"Safety locks, guards & interlocks",rare_critical,Critical,SUP-014,Eastern Europe,650.0,Small Rack,Active,A,NC,R-D34,F,465,248,103,11878,465,1
VL-PCB-0194,Alignment Lift I/O Board,Vehicle Lift,Alignment Lift,Control boards & displays,rare_critical,Critical,SUP-005,Eastern Europe,290.0,Electronics Cage,Active,B,NC,R-T82,ORANGE,1150,412,792,375250,1150,0
WA-SAF-0917,3D Aligner Guard Switch,Wheel Aligner,3D Aligner,"Safety locks, guards & interlocks",rare_critical,High,SUP-001,Italy,405.0,Small Rack,Active,A,NC,R-H93,D,91,92,129,1080,129,0
TC-SAF-0729,A2024 LL Lock Release Cable,Tyre Changer,A2024 LL,"Safety locks, guards & interlocks",rare_critical,High,SUP-010,EU,110.0,Small Rack,Active,C,NC,R-F42,D,281,176,66,3264,281,0
TC-MTR-0116,A2024 LL Inverter Drive,Tyre Changer,A2024 LL,"Motors, drives & gearboxes",rare_critical,High,SUP-014,Eastern Europe,385.0,Heavy Rack,Active,B,NC,R-L13,B,59,137,84,679,137,1
TC-PCB-0271,Artiglio Master Keypad Board,Tyre Changer,Artiglio Master,Control boards & displays,rare_critical,Medium,SUP-019,EU,1350.0,Electronics Cage,Active,A,NC,R-Y64,E,247,292,49,3534,292,0
VL-MTR-0149,Scissor Lift Electric Motor,Vehicle Lift,Scissor Lift,"Motors, drives & gearboxes",rare_critical,Medium,SUP-009,Italy,710.0,Heavy Rack,Active,A,NC,R-Y09,E,378,124,25,1172,378,1
VL-PNE-0437,Two-Post Lift Foot Pedal Valve,Vehicle Lift,Two-Post Lift,Pneumatic valves & cylinders,intermittent,Medium,SUP-005,Eastern Europe,315.0,Small Rack,Active,A,D,R-I01,B,145,90,60,783,145,1
WA-CMP-0811,3D Aligner Mounting Head,Wheel Aligner,3D Aligner,"Clamps, jaws & tooling",regular,High,SUP-008,EU,75.0,Small Rack,Active,A,D,R-B60,E,235,281,81,5349,281,1
WB-CMP-0610,ET Series Turntable Clamp,Wheel Balancer,ET Series,"Clamps, jaws & tooling",regular,Medium,SUP-001,Italy,230.0,Small Rack,Active,A,D,R-T29,B,50,94,113,531,113,1
WB-BLT-0037,Eyelight Transmission Pulley,Wheel Balancer,Eyelight,Belts & pulleys,regular,Low,SUP-005,Eastern Europe,23.29,Bin,Active,C,D,R-A10,E,185,189,55,1923,189,1
TC-BLT-0915,A2024 LL Motor Belt,Tyre Changer,A2024 LL,Belts & pulleys,regular,Medium,SUP-012,Italy,20.74,Bin,Active,C,D,R-Z58,B,39,58,21,48,58,1
TC-CAB-0040,A2024 LL Terminal Block,Tyre Changer,A2024 LL,"Cables, connectors & harnesses",intermittent,High,SUP-015,EU,230.0,Bin,Phase-out,A,D,R-H21,D,124,218,79,2136,218,0
TE-CMP-0510,Brake Tester Jaw Cover,Technical Control,Brake Tester,"Clamps, jaws & tooling",regular,High,SUP-009,Italy,36.92,Small Rack,Phase-out,B,D,R-M34,F,630,586,110,40610,630,0
TC-SNS-0559,A2024 LL Load Cell,Tyre Changer,A2024 LL,"Sensors, encoders & switches",intermittent,High,SUP-008,EU,80.0,Electronics Cage,Active,B,D,R-H59,D,149,245,139,5074,245,1
TC-SNS-0400,A2024 LL Load Cell,Tyre Changer,A2024 LL,"Sensors, encoders & switches",intermittent,High,SUP-011,EU,230.0,Electronics Cage,Active,A,D,R-H49,D,293,163,98,4680,293,1
TC-CAB-0626,Basic Line TC Sensor Harness,Tyre Changer,Basic Line TC,"Cables, connectors & harnesses",intermittent,Medium,SUP-016,EU,48.6,Bin,Phase-out,B,D,R-S17,E,371,191,179,12684,371,0
AD-BRG-0850,Camera Calibration Hub Shaft,ADAS & Diagnosis,Camera Calibration,Bearings & shafts,regular,Low,SUP-009,Italy,70.0,Bin,Active,B,D,R-P83,B,68,71,37,179,71,1
WB-BLT-0854,ET Series Drive Belt,Wheel Balancer,ET Series,Belts & pulleys,regular,High,SUP-002,Italy,49.02,Bin,Active,B,D,R-E32,E,397,233,147,13598,397,1
TC-CAB-0676,HD1200 Truck Usb Interface Cable,Tyre Changer,HD1200 Truck,"Cables, connectors & harnesses",intermittent,High,SUP-004,EU,43.27,Bin,Phase-out,B,D,R-N65,E,393,285,132,14785,393,0
TC-CMP-0083,Basic Line TC Turntable Clamp,Tyre Changer,Basic Line TC,"Clamps, jaws & tooling",regular,Critical,SUP-011,EU,130.0,Small Rack,Active,A,D,R-E08,E,412,362,78,11633,412,1
TC-CAB-0093,Basic Line TC Connector Kit,Tyre Changer,Basic Line TC,"Cables, connectors & harnesses",intermittent,Medium,SUP-009,Italy,75.0,Bin,Phase-out,A,D,R-P72,D,217,158,132,4526,217,0
WB-PNE-0816,Mobile Balancer Air Hose Set,Wheel Balancer,Mobile Balancer,Pneumatic valves & cylinders,intermittent,High,SUP-019,EU,240.0,Small Rack,Active,A,D,R-M01,B,63,101,91,579,101,1
WA-BRG-0865,3D Aligner Support Bushing,Wheel Aligner,3D Aligner,Bearings & shafts,regular,Medium,SUP-020,EU,43.29,Bin,Phase-out,B,D,R-P51,E,344,135,68,3158,344,0
WA-SNS-0337,3D Aligner Load Cell,Wheel Aligner,3D Aligner,"Sensors, encoders & switches",intermittent,Medium,SUP-010,EU,570.0,Electronics Cage,Active,A,D,R-C24,B,121,117,32,453,121,1
TC-SNS-0231,Artiglio Master Encoder Sensor,Tyre Changer,Artiglio Master,"Sensors, encoders & switches",intermittent,High,SUP-007,Eastern Europe,165.0,Electronics Cage,Active,A,D,R-Y05,B,21,113,17,40,113,1
WB-BLT-0760,Mobile Balancer Pulley Wheel,Wheel Balancer,Mobile Balancer,Belts & pulleys,regular,Medium,SUP-020,EU,15.53,Bin,Phase-out,C,D,R-H58,D,248,138,78,2669,248,0
WB-CMP-0066,EM 9000 Mounting Head,Wheel Balancer,EM 9000,"Clamps, jaws & tooling",regular,High,SUP-019,EU,35.06,Small Rack,Phase-out,C,D,R-Q11,E,211,300,59,3735,300,0
TC-HYD-0076,HD1200 Truck Lift Cylinder Seal,Tyre Changer,HD1200 Truck,"Hydraulic pumps, hoses & seals",intermittent,Medium,SUP-014,Eastern Europe,225.0,Small Rack,Active,A,D,R-S83,D,227,103,100,2338,227,1
WB-SNS-0468,ET Series Calibration Sensor,Wheel Balancer,ET Series,"Sensors, encoders & switches",intermittent,Medium,SUP-019,EU,240.0,Electronics Cage,Active,A,D,R-G28,B,113,77,113,983,113,1
TC-CMP-0545,Artiglio Master Mounting Head,Tyre Changer,Artiglio Master,"Clamps, jaws & tooling",regular,Medium,SUP-010,EU,32.05,Small Rack,Active,C,D,R-M58,E,247,126,61,1898,247,1
TC-BLT-0480,HD1200 Truck Timing Belt,Tyre Changer,HD1200 Truck,Belts & pulleys,regular,Medium,SUP-003,EU,19.46,Bin,Phase-out,C,D,R-E05,B,72,57,73,300,73,0
VL-CMP-0033,Two-Post Lift Turntable Clamp,Vehicle Lift,Two-Post Lift,"Clamps, jaws & tooling",regular,Medium,SUP-017,EU,100.0,Small Rack,Active,A,D,R-H64,D,294,132,152,5899,294,1
WB-SNS-0443,Eyelight Encoder Sensor,Wheel Balancer,Eyelight,"Sensors, encoders & switches",intermittent,High,SUP-019,EU,335.0,Electronics Cage,Active,A,D,R-L38,D,233,127,104,3077,233,1
WB-CAB-0197,ET Series Ribbon Cable,Wheel Balancer,ET Series,"Cables, connectors & harnesses",intermittent,Medium,SUP-018,EU,110.0,Bin,Active,A,D,R-S96,B,83,112,58,539,112,1
WB-BRG-0344,Mobile Balancer Bearing Set,Wheel Balancer,Mobile Balancer,Bearings & shafts,regular,High,SUP-019,EU,115.0,Bin,Active,A,D,R-T92,D,204,118,13,313,204,1
WB-CMP-0877,Eyelight Jaw Cover,Wheel Balancer,Eyelight,"Clamps, jaws & tooling",regular,Medium,SUP-013,North America,105.0,Small Rack,Phase-out,A,D,R-Y95,E,122,183,43,960,183,0
WA-BRG-0602,3D Aligner Spindle Bearing,Wheel Aligner,3D Aligner,Bearings & shafts,regular,Medium,SUP-018,EU,85.0,Bin,Active,A,D,R-H25,D,195,90,106,1860,195,1
WA-BLT-0042,Camera Aligner Pulley Wheel,Wheel Aligner,Camera Aligner,Belts & pulleys,regular,Medium,SUP-008,EU,14.8,Bin,Active,C,D,R-I66,E,322,140,53,2389,322,1
WB-BRG-0688,Mobile Balancer Roller Bearing,Wheel Balancer,Mobile Balancer,Bearings & shafts,regular,Low,SUP-018,EU,125.0,Bin,Active,A,D,R-S50,B,121,65,70,551,121,1
TC-BLT-0989,A2024 LL Timing Belt,Tyre Changer,A2024 LL,Belts & pulleys,regular,Medium,SUP-017,EU,13.77,Bin,Active,C,D,R-C49,ORANGE,763,510,437,170050,763,1
VL-HYD-0277,Alignment Lift Hydraulic Hose,Vehicle Lift,Alignment Lift,"Hydraulic pumps, hoses & seals",intermittent,Medium,SUP-016,EU,145.0,Small Rack,Active,A,NC,R-D68,E,242,312,113,8532,312,0
TC-CMP-0647,A2024 LL Mounting Head,Tyre Changer,A2024 LL,"Clamps, jaws & tooling",regular,Low,SUP-019,EU,325.0,Small Rack,Active,A,NC,R-Q41,PALLET,990,558,511,282287,990,0
VL-SNS-0789,Alignment Lift Proximity Switch,Vehicle Lift,Alignment Lift,"Sensors, encoders & switches",intermittent,High,SUP-016,EU,170.0,Electronics Cage,Active,A,NC,R-Z10,VER,1114,634,54,38139,1114,0
TC-SNS-0313,A2024 LL Load Cell,Tyre Changer,A2024 LL,"Sensors, encoders & switches",intermittent,High,SUP-010,EU,65.0,Electronics Cage,Active,B,NC,R-D12,D,122,163,60,1193,163,0
WA-SNS-0148,Camera Aligner Load Cell,Wheel Aligner,Camera Aligner,"Sensors, encoders & switches",intermittent,High,SUP-015,EU,305.0,Electronics Cage,New,A,NC,R-H02,ORANGE,809,525,591,251012,809,0
WA-CMP-0417,Camera Aligner Clamping Jaw,Wheel Aligner,Camera Aligner,"Clamps, jaws & tooling",regular,Medium,SUP-001,Italy,32.29,Small Rack,Active,C,NC,R-P53,VER,1459,707,98,101088,1459,1
AD-CMP-0739,Camera Calibration Cone Adaptor,ADAS & Diagnosis,Camera Calibration,"Clamps, jaws & tooling",regular,High,SUP-012,Italy,395.0,Small Rack,Active,A,D,R-T32,D,88,81,168,1198,168,1
WA-CAB-0032,REMO Usb Interface Cable,Wheel Aligner,REMO,"Cables, connectors & harnesses",intermittent,Medium,SUP-012,Italy,200.0,Bin,Active,A,D,R-B11,ORANGE,609,513,175,54673,609,1
VL-BRG-0418,Two-Post Lift Spindle Bearing,Vehicle Lift,Two-Post Lift,Bearings & shafts,regular,Low,SUP-009,Italy,21.24,Bin,Active,C,D,R-L15,E,283,204,63,3637,283,1
WA-BRG-0791,Camera Aligner Balancer Shaft,Wheel Aligner,Camera Aligner,Bearings & shafts,regular,Medium,SUP-004,EU,220.0,Bin,Active,A,D,R-Y40,D,149,210,142,4443,210,1
WA-BRG-0359,Camera Aligner Balancer Shaft,Wheel Aligner,Camera Aligner,Bearings & shafts,regular,Low,SUP-002,Italy,55.0,Bin,Active,B,D,R-Z55,PALLET,1193,617,800,588865,1193,1
WA-CMP-0573,Exact Precision Bead Breaker Pad,Wheel Aligner,Exact Precision,"Clamps, jaws & tooling",regular,High,SUP-020,EU,60.0,Small Rack,Active,B,D,R-I25,D,292,169,35,1727,292,1
WA-BLT-0983,Camera Aligner Pulley Wheel,Wheel Aligner,Camera Aligner,Belts & pulleys,regular,Medium,SUP-006,EU,31.3,Bin,Active,B,D,R-H59,E,191,373,29,2066,373,1
WB-BRG-0735,ET Series Main Shaft,Wheel Balancer,ET Series,Bearings & shafts,regular,High,SUP-003,EU,170.0,Bin,Active,A,D,R-Q89,ORANGE,722,656,755,357592,755,1
TE-CMP-0121,Brake Tester Jaw Cover,Technical Control,Brake Tester,"Clamps, jaws & tooling",regular,Critical,SUP-020,EU,335.0,Small Rack,Active,A,D,R-Z22,B,22,66,99,144,99,1
WA-PNE-0906,Exact Precision Solenoid Valve,Wheel Aligner,Exact Precision,Pneumatic valves & cylinders,intermittent,High,SUP-013,North America,350.0,Small Rack,Active,A,D,R-N32,B,32,139,84,374,139,1
TE-SNS-0640,Test Lane Limit Switch,Technical Control,Test Lane,"Sensors, encoders & switches",intermittent,High,SUP-011,EU,90.0,Electronics Cage,Active,B,D,R-Q21,PALLET,1010,634,248,158804,1010,1
TC-PNE-0861,Artiglio Master Manifold Valve,Tyre Changer,Artiglio Master,Pneumatic valves & cylinders,intermittent,Medium,SUP-002,Italy,150.0,Small Rack,Active,A,D,R-C32,E,274,285,104,8121,285,1
WB-BRG-0619,ET Series Main Shaft,Wheel Balancer,ET Series,Bearings & shafts,regular,Low,SUP-010,EU,115.0,Bin,Active,A,D,R-G12,D,265,141,111,4148,265,1
AD-BRG-0543,Camera Calibration Spindle Bearing,ADAS & Diagnosis,Camera Calibration,Bearings & shafts,regular,Low,SUP-020,EU,20.29,Bin,Active,C,D,R-I47,B,27,116,75,235,116,1
VL-BRG-0867,Scissor Lift Bearing Set,Vehicle Lift,Scissor Lift,Bearings & shafts,regular,Medium,SUP-013,North America,255.0,Bin,Active,A,D,R-Z21,D,143,100,124,1773,143,1
VL-CMP-0945,ERCO Lift Mounting Head,Vehicle Lift,ERCO Lift,"Clamps, jaws & tooling",regular,Medium,SUP-005,Eastern Europe,38.65,Small Rack,New,B,D,R-P21,B,104,39,12,49,104,1
VL-CAB-0593,ERCO Lift Ribbon Cable,Vehicle Lift,ERCO Lift,"Cables, connectors & harnesses",intermittent,Medium,SUP-011,EU,9.36,Bin,Active,C,D,R-H46,D,137,125,40,685,137,1
WA-SNS-0265,Camera Aligner Speed Sensor,Wheel Aligner,Camera Aligner,"Sensors, encoders & switches",intermittent,High,SUP-012,Italy,300.0,Electronics Cage,Active,A,D,R-H07,D,172,88,24,363,172,1
TC-SNS-0055,Basic Line TC Calibration Sensor,Tyre Changer,Basic Line TC,"Sensors, encoders & switches",intermittent,Medium,SUP-016,EU,550.0,Electronics Cage,Active,A,D,R-N96,D,173,233,147,5925,233,1
TE-CMP-0399,Suspension Tester Wheel Clamp,Technical Control,Suspension Tester,"Clamps, jaws & tooling",regular,Critical,SUP-016,EU,41.67,Small Rack,Active,C,D,R-M86,ORANGE,1101,991,183,199670,1101,1
VL-BRG-0689,Alignment Lift Spindle Bearing,Vehicle Lift,Alignment Lift,Bearings & shafts,regular,Low,SUP-014,Eastern Europe,85.0,Bin,Active,B,D,R-M89,D,188,197,46,1704,197,1
TC-SNS-0074,A2024 LL Calibration Sensor,Tyre Changer,A2024 LL,"Sensors, encoders & switches",intermittent,High,SUP-019,EU,26.72,Electronics Cage,Active,C,D,R-P82,B,105,90,27,255,105,1
WB-PNE-0614,Mobile Balancer Air Hose Set,Wheel Balancer,Mobile Balancer,Pneumatic valves & cylinders,intermittent,Medium,SUP-013,North America,55.0,Small Rack,Active,B,D,R-B29,E,351,212,94,6995,351,1
AD-PNE-0102,Radar Calibration Pressure Switch,ADAS & Diagnosis,Radar Calibration,Pneumatic valves & cylinders,intermittent,High,SUP-003,EU,36.23,Small Rack,Active,C,D,R-S52,VER,1113,661,205,150817,1113,1
WB-PNE-0776,ET Series Air Regulator,Wheel Balancer,ET Series,Pneumatic valves & cylinders,intermittent,High,SUP-019,EU,43.8,Small Rack,Active,C,NC,R-Z95,E,285,278,28,2218,285,1
TC-SNS-0070,A2024 LL Limit Switch,Tyre Changer,A2024 LL,"Sensors, encoders & switches",intermittent,High,SUP-010,EU,240.0,Electronics Cage,Active,A,NC,R-S23,ORANGE,972,624,604,366343,972,0
TC-SNS-0191,HD1200 Truck Limit Switch,Tyre Changer,HD1200 Truck,"Sensors, encoders & switches",intermittent,Medium,SUP-019,EU,355.0,Electronics Cage,Active,A,NC,R-N77,D,152,170,99,2558,170,0
WB-PNE-0078,EM 9000 Air Hose Set,Wheel Balancer,EM 9000,Pneumatic valves & cylinders,intermittent,Medium,SUP-018,EU,40.05,Small Rack,Active,C,NC,R-M37,F,278,484,190,25565,484,0
TC-SNS-0162,HD1200 Truck Load Cell,Tyre Changer,HD1200 Truck,"Sensors, encoders & switches",intermittent,Critical,SUP-014,Eastern Europe,270.0,Electronics Cage,Active,A,NC,R-A56,B,91,61,11,61,91,0
TC-SNS-0628,HD1200 Truck Load Cell,Tyre Changer,HD1200 Truck,"Sensors, encoders & switches",intermittent,High,SUP-009,Italy,55.0,Electronics Cage,Active,B,NC,R-C63,D,121,243,114,3352,243,0
TE-SNS-0479,Suspension Tester Limit Switch,Technical Control,Suspension Tester,"Sensors, encoders & switches",intermittent,High,SUP-011,EU,80.0,Electronics Cage,Active,B,NC,R-G25,B,46,77,50,177,77,0
TE-SNS-0525,Inspection Line Speed Sensor,Technical Control,Inspection Line,"Sensors, encoders & switches",intermittent,High,SUP-012,Italy,30.15,Electronics Cage,Active,C,NC,R-E08,B,85,44,77,288,85,1
VL-PNE-0803,Two-Post Lift Solenoid Valve,Vehicle Lift,Two-Post Lift,Pneumatic valves & cylinders,intermittent,Medium,SUP-008,EU,230.0,Small Rack,Active,A,NC,R-L58,E,248,206,88,4496,248,0
VL-SNS-0079,Scissor Lift Limit Switch,Vehicle Lift,Scissor Lift,"Sensors, encoders & switches",intermittent,High,SUP-009,Italy,490.0,Electronics Cage,Active,A,NC,R-T72,D,249,232,134,7741,249,0
WB-PNE-0687,EM 9000 Pressure Switch,Wheel Balancer,EM 9000,Pneumatic valves & cylinders,intermittent,Medium,SUP-012,Italy,205.0,Small Rack,Active,A,NC,R-A05,B,86,25,62,133,86,0
TE-SNS-0250,Test Lane Encoder Sensor,Technical Control,Test Lane,"Sensors, encoders & switches",intermittent,High,SUP-001,Italy,310.0,Electronics Cage,Active,A,NC,R-C65,D,149,132,75,1475,149,0
WB-PNE-0131,ET Series Pneumatic Cylinder,Wheel Balancer,ET Series,Pneumatic valves & cylinders,intermittent,Medium,SUP-008,EU,55.0,Small Rack,Active,B,NC,R-D96,E,201,206,16,662,206,0
TC-SNS-0975,Basic Line TC Encoder Sensor,Tyre Changer,Basic Line TC,"Sensors, encoders & switches",intermittent,Critical,SUP-003,EU,220.0,Electronics Cage,Active,A,NC,R-L98,D,283,229,46,2981,283,0
TC-SNS-0320,A2024 LL Calibration Sensor,Tyre Changer,A2024 LL,"Sensors, encoders & switches",intermittent,High,SUP-015,EU,90.0,Electronics Cage,Active,B,NC,R-M89,B,122,43,116,609,122,1
TC-CAB-0701,A2024 LL Terminal Block,Tyre Changer,A2024 LL,"Cables, connectors & harnesses",intermittent,Medium,SUP-001,Italy,23.08,Bin,Active,C,NC,R-L21,VER,1076,698,158,118666,1076,0
TC-PNE-0108,Artiglio Master Pneumatic Cylinder,Tyre Changer,Artiglio Master,Pneumatic valves & cylinders,intermittent,Low,SUP-015,EU,60.0,Small Rack,Active,B,NC,R-Q91,E,236,235,119,6600,236,0
WA-HYD-0315,Exact Precision Pressure Valve,Wheel Aligner,Exact Precision,"Hydraulic pumps, hoses & seals",intermittent,Low,SUP-011,EU,215.0,Small Rack,Active,A,NC,R-B41,VER,994,508,75,37871,994,0
AD-SNS-0931,Diagnostic Console Speed Sensor,ADAS & Diagnosis,Diagnostic Console,"Sensors, encoders & switches",intermittent,Medium,SUP-014,Eastern Europe,100.0,Electronics Cage,New,A,NC,R-T13,D,134,154,54,1114,154,0
VL-CAB-0151,Two-Post Lift Connector Kit,Vehicle Lift,Two-Post Lift,"Cables, connectors & harnesses",intermittent,Medium,SUP-001,Italy,30.81,Bin,New,C,NC,R-I36,B,96,43,78,322,96,0
WB-PNE-0107,Eyelight Manifold Valve,Wheel Balancer,Eyelight,Pneumatic valves & cylinders,intermittent,Low,SUP-012,Italy,190.0,Small Rack,Active,A,NC,R-L90,E,154,143,42,925,154,0
WA-SNS-0178,REMO Speed Sensor,Wheel Aligner,REMO,"Sensors, encoders & switches",intermittent,High,SUP-010,EU,33.75,Electronics Cage,Phase-out,C,NC,R-N81,F,265,238,163,10280,265,0
VL-HYD-0003,ERCO Lift Hose Coupling,Vehicle Lift,ERCO Lift,"Hydraulic pumps, hoses & seals",intermittent,Medium,SUP-020,EU,16.23,Small Rack,Active,C,NC,R-Q14,F,520,428,30,6677,520,1
TC-BRG-0979,A2024 LL Hub Shaft,Tyre Changer,A2024 LL,Bearings & shafts,regular,Critical,SUP-013,North America,145.0,Bin,Active,A,NC,R-B53,B,98,134,72,946,134,0
VL-HYD-0462,ERCO Lift Hydraulic Seal Kit,Vehicle Lift,ERCO Lift,"Hydraulic pumps, hoses & seals",intermittent,High,SUP-016,EU,570.0,Small Rack,Phase-out,A,NC,R-M16,PALLET,998,724,582,420525,998,0
WA-SNS-0209,Camera Aligner Encoder Sensor,Wheel Aligner,Camera Aligner,"Sensors, encoders & switches",intermittent,High,SUP-014,Eastern Europe,33.03,Electronics Cage,New,C,NC,R-F56,ORANGE,996,793,174,137430,996,0
TC-HYD-0064,Artiglio Master Hose Coupling,Tyre Changer,Artiglio Master,"Hydraulic pumps, hoses & seals",intermittent,Medium,SUP-018,EU,680.0,Small Rack,Active,A,NC,R-E58,PALLET,1165,502,396,231593,1165,0
TC-CMP-0856,A2024 LL Clamping Jaw,Tyre Changer,A2024 LL,"Clamps, jaws & tooling",regular,Critical,SUP-002,Italy,110.0,Small Rack,Active,B,NC,R-D04,D,257,138,48,1702,257,0
WB-BRG-0159,Eyelight Spindle Bearing,Wheel Balancer,Eyelight,Bearings & shafts,regular,Critical,SUP-015,EU,65.0,Bin,Active,B,NC,R-L24,F,508,383,26,5059,508,1
WB-CMP-0390,EM 9000 Jaw Cover,Wheel Balancer,EM 9000,"Clamps, jaws & tooling",regular,Low,SUP-010,EU,40.87,Small Rack,Active,C,NC,R-C26,F,298,205,180,10996,298,0
AD-SNS-0357,Camera Calibration Load Cell,ADAS & Diagnosis,Camera Calibration,"Sensors, encoders & switches",intermittent,High,SUP-001,Italy,185.0,Electronics Cage,Active,A,NC,R-E85,E,295,198,16,935,295,1
WB-SNS-0139,ET Series Calibration Sensor,Wheel Balancer,ET Series,"Sensors, encoders & switches",intermittent,High,SUP-013,North America,75.0,Electronics Cage,Active,B,NC,R-H21,B,146,39,118,672,146,1
